Timestamp,1.1. What issues have you encountered with Airflow logs?,"1.1.1. Other issues, examples or clarifications:",1.2. What challenges have you been facing with Airflow's stack traces?,1.2.1. Other challenges:,1.3. How would you rate the ease of understanding stack traces in Airflow?,1.4. What improvements to Airflow’s traceback information would make debugging easier?,1.4.1. Potential improvements:,2.1. What issues have you encountered with Airflow error messages?,2.1.1. Other issues:,2.2. How would you rate the clarity & actionability of Airflow error messages?,2.3. Which of the following suggestions would improve Airflow's error handling? [1st],2.3. Which of the following suggestions would improve Airflow's error handling? [2nd],2.3. Which of the following suggestions would improve Airflow's error handling? [3rd],2.3. Which of the following suggestions would improve Airflow's error handling? [4th],2.3. Which of the following suggestions would improve Airflow's error handling? [5th],3.1. Which tools do you use to develop Airflow DAGs?,3.2. How satisfied are you with Airflow’s integration with modern debugging tools and the related documentation?,"3.3. How often do you use external tools (i.e. besides Airflow's API, UI, and CLI) to supplement Airflow's debugging capabilities?",3.4. What sort of external tools do you use in conjunction with Airflow for debugging?,3.5. What integrations or tooling improvements would you like to see in Airflow to enhance your debugging experience?,3.6. Which of the following code assistance and inspection tools do you use while developing Airflow DAGs?,4.1. What is the most time-consuming activity related to developing new DAGs? [Business logic],4.1. What is the most time-consuming activity related to developing new DAGs? [DAG authoring],4.1. What is the most time-consuming activity related to developing new DAGs? [Iteration],4.1. What is the most time-consuming activity related to developing new DAGs? [Integration],4.1. What is the most time-consuming activity related to developing new DAGs? [Maintenance],4.2 What can be improved about the workflow activities mentioned above?,4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Business logic],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [DAG authoring],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Iteration],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Integration],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Maintenance],4.4. Which of the following additions to the Airflow UI could be useful to your debugging efforts?,4.4.1. Other suggestions:,4.5. What could make DAG.test() more useful?,4.5.1. Other suggestions:,4.6. What kind of remote Airflow environment(s) do you use?,"4.7. How would you rate the ease of debugging DAGs in a remote Airflow environment (Kubernetes, Docker, etc.)?",4.7.1. What can make debugging a remote Airflow deployment easier or more efficient?,5.1. How would you describe your proficiency level with Airflow?,5.2. What are your responsibilities in the context of using Airflow?,5.3. How would you describe your role in the context where you use Airflow most often?,6.1. Free-form feedback,"6.2. Feedback about the survey itself (length, thoroughness, relevance, etc.)"
9/5/2024 19:00:31,"Logs are fragmented across different systems/components, Logs are non-existent or missing in some cases, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,,Stacktraces are fine as long as tasks are performing activities within Airflow layer.,4,,"Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues",We are using sftpOperator and the operator gives connectivity error that is not explanatory.,2,J,F,,,,"Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",1,5,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana)",Online IDE / Developer mode to add debuggers / breakpoints on the fly,"Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",3rd,2nd,Most,Most,Most,,,,,Often,Always,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests., Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,"Mock network requests/responses, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",1,,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Technical supervisor (e.g software architect),,
9/5/2024 22:31:07,,,,,,,,,,,,,,,,"Source code editor (e.g., VSCode, Sublime Text)",3,1,,,"Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",2nd,2nd,3rd,Most,2nd,,Rarely,Never,Rarely,Never,Rarely,"An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file.",,,,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",,,Beginner (made a handful of DAGs recently),"DAG development (e.g. Data Engineer, Software Developer), Airflow monitoring & availability (e.g. SRE, DevOps), I have created DAGs for a side project where I'm monitoring and developing at the same time",Lone developer (e.g. independent consultant),,There are a lot more aspects which I haven't touched yet and unfortunately couldn't contribute much however with time will be able to learn these too
9/6/2024 1:26:14,"Logs are fragmented across different systems/components, Logs are not verbose enough",Some logs do not provide clear action items. https://airflow.apache.org/docs/apache-airflow/stable/troubleshooting.html#task-state-changed-externally should not be required; these issues should be actionable or should be fixed.,,"""Celery command failed on host"" BUT WHY?!?!?!?!?!

It was especially frustrating that this exception is caused by dag processor timeouts.",4,,Inclusion of specific suggestions or hints for resolving the issue,Error messages do not provide clear guidance on resolving issues,,2,B,G,H,,,"Text editor (e.g., Vim, Notepad++), Source code editor (e.g., VSCode, Sublime Text)",1,5,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana)",Something to accurately monitor memory usage on a task-by-task basis,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",Most,4th,3rd,2nd,Least,Easier ways to test/simulate DAG runs or individual task instances,,,,,,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests.",,,,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",1,Breakpoints when executing task instances,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level), Airflow Committer/PMC Member","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps), Astronomer Support","Senior team member, Non-technical supervisor (e.g. project or product manager)",,
9/6/2024 5:42:39,"Logs are fragmented across different systems/components, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,"Stack traces are too complex and hard to follow, Stack traces do not provide enough context about the DAG execution state",,3,"1. Highlighting any hyperlinks (eg: links to spark jobs)
2. Colour coding for error logs","Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages lack context or details about the failure",,2,A,B,E,G,I,"Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse), Jupyter Notebooks",2,1,,,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",Least,Most,3rd,4th,4th,Official airflow plugin for standard editors and IDEs to support autocomplete and view documentation ,Sometimes,Always,Often,Sometimes,Rarely,"An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications.",,,,Self-Managed Airflow on Kubernetes (using official Helm Chart),2,,Advanced (made and debugged several DAGs over the last few years),"DAG development (e.g. Data Engineer, Software Developer)",Senior team member,,
9/6/2024 19:31:55,"Logs are non-existent or missing in some cases, Logs are difficult to search and filter",,Stack traces do not provide enough context about the DAG execution state,,4,,"More detailed context about the state of the DAG and task at the time of failure, Enhanced visibility of nested errors and their causes",Error messages are vague or non-specific,,3,B,A,E,G,D,"Source code editor (e.g., VSCode, Sublime Text)",4,4,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint)",4th,Least,Most,2nd,3rd,,Always,Always,Rarely,Rarely,Sometimes,"A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file.",,"Mock file system queries/reads/writes, Mock network requests/responses",,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.), Bare metal or VM-based install",3,,Advanced (made and debugged several DAGs over the last few years),Astronomer CRE,Junior team member,,
9/8/2024 13:27:47,"Logs are fragmented across different systems/components, Logs are too verbose, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,Stack traces do not provide enough context about the DAG execution state,,3,,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure","Error messages lack context or details about the failure, Error messages are inconsistent across different components",,2,B,A,D,E,H,"Source code editor (e.g., VSCode, Sublime Text)",2,4,"Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)",Better tooling around attaching debuggers to k8s pods in a local dev environment,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",Least,2nd,Most,3rd,4th,,Sometimes,Often,Often,Often,Often,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,"Mock file system queries/reads/writes, Mock network requests/responses, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,Self-Managed Airflow on Kubernetes (using official Helm Chart),1,Devcontainers?,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Senior team member, Technical supervisor (e.g software architect)",,
9/9/2024 10:42:43,"Logs are fragmented across different systems/components, Logs are non-existent or missing in some cases, Logs are difficult to search and filter","Scheduler errors are not easy to trace, for example, 
Dags parse failure due to DB
Invalid JSON object serialization
Missing Dags - could be a timeout",Stack traces are incomplete or missing critical information,"Connecting the dots between the scheduler & webserver is complex, as not trace information visually available for scheduler.",4,"One-liner explanation of error, Separate error pages with filters & more details would be better.
Visual presentation if possible in Webserver for cross-components","Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Enhanced visibility of nested errors and their causes",Error messages lack context or details about the failure,,3,H,D,A,F,C,"Source code editor (e.g., VSCode, Sublime Text)",2,1,,,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint)",3rd,2nd,Most,4th,Least,,Sometimes,Often,Always,Sometimes,Often,"An integrated terminal in the UI, A file explorer, Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications.",File explorer of logs file & dags with editing capabilities will make lot easier to fix small bugs,"Mock file system queries/reads/writes, Ability to jump into a specific task/operator with a user-provided state",,"Self-Managed Airflow on Kubernetes (using official Helm Chart), Bare metal or VM-based install",2,,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level)","Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Technical supervisor (e.g software architect), Lone developer (e.g. independent consultant)",,
9/9/2024 16:53:50,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are non-existent or missing in some cases, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,Stack traces are incomplete or missing critical information,Stack trace does not show the full path of the source file. There may be other files with the same name amongst the installed python packages.,4,,"More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure, Error messages are inconsistent across different components",,3,H,B,G,E,A,"Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse), Cloud-based development environments (e.g., AWS Cloud9, GitHub Codespaces)",3,5,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana)",,,4th,Most,3rd,2nd,Least,,Sometimes,Always,Always,Always,Rarely,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,,,"Self-Managed Airflow on Kubernetes (using official Helm Chart), Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",3,,"Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level), Airflow Committer/PMC Member","Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Technical supervisor (e.g software architect), Lone developer (e.g. independent consultant)",,
9/10/2024 0:45:35,"Logs are fragmented across different systems/components, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,Stack traces do not provide enough context about the DAG execution state,,3,,"More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure, Error messages are inconsistent across different components",,1,G,E,D,H,B,"Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",1,1,"Tracing tools (e.g., Jaeger, Zipkin, OpenTelemetry)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",3rd,4th,Most,2nd,Least,,Often,Often,Often,Rarely,Rarely,An integrated terminal in the UI,,"Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",2,,Advanced (made and debugged several DAGs over the last few years),"DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator)",Senior team member,,
9/11/2024 14:14:33,Logs are too verbose,,Stack traces are incomplete or missing critical information,,2,,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces",Error messages lack context or details about the failure,,2,A,I,B,,J,"Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse), Jupyter Notebooks",1,4,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint)",Most,Most,3rd,Most,Least,,Sometimes,Often,Sometimes,Often,Rarely,"An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file.",code editor in web ui,"Mock file system queries/reads/writes, Mock network requests/responses, Store/load the state of a DAG",,Self-Managed Airflow in docker,3,,"Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Senior team member,code editor in web ui))),ty for AF - this is a reason of my job)))
9/13/2024 4:39:03,,Logs are not visible while task execution. Visible only after task completion. It will be good if we see running logs. ,,,4,,,,,3,I,J,C,A,D,"Source code editor (e.g., VSCode, Sublime Text), Cloud-based development environments (e.g., AWS Cloud9, GitHub Codespaces)",3,2,"Monitoring tools (e.g., Prometheus, Grafana)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",3rd,2nd,Most,4th,Least,,,,,,,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file.",,Ability to jump into a specific task/operator with a user-provided state,,Self-Managed Airflow on Kubernetes (using official Helm Chart),2,Providing editor from airglow ui and reflect changes and commits to respective repo,"Beginner (made a handful of DAGs recently), Advanced (made and debugged several DAGs over the last few years)","DAG development (e.g. Data Engineer, Software Developer)","Junior team member, Senior team member","1. It will be good if we have direct edit to code from Ui and test
2.increase more number of trigger rules
3. Edit to xcoms from ui
4.provideing stop Or pause and resume option  for tasks and mapped tasks (currently only failed, success and clear task available) 
5. Scale up mapped tasks dynamically even after task starts. 
6.running logs for tasks 
",
9/12/2024 18:13:37,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,"Stack traces are incomplete or missing critical information, Stack traces do not provide enough context about the DAG execution state",,3,,"More detailed context about the state of the DAG and task at the time of failure, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages lack context or details about the failure",,3,,,,,,"Source code editor (e.g., VSCode, Sublime Text)",2,5,,,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",Most,4th,3rd,2nd,Least,,Always,Always,Sometimes,Sometimes,Sometimes,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,Self-Managed Airflow on Kubernetes (using official Helm Chart),3,,"Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Senior team member,,
9/12/2024 18:13:41,"Logs are non-existent or missing in some cases, Logs are difficult to search and filter",,Stack traces are incomplete or missing critical information,,3,,"More detailed context about the state of the DAG and task at the time of failure, Inclusion of specific suggestions or hints for resolving the issue","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure",,3,A,B,E,,,"Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",3,2,,,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",Most,3rd,2nd,4th,Least,,,,,,,,,,,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",2,,Advanced (made and debugged several DAGs over the last few years),"DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Senior team member, Technical supervisor (e.g software architect)",,
9/13/2024 23:09:12,"Logs are fragmented across different systems/components, Logs are non-existent or missing in some cases",,,,4,,"Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages do not provide clear guidance on resolving issues, Error messages are inconsistent across different components",,3,,,,,,"Source code editor (e.g., VSCode, Sublime Text)",3,4,"Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint)",Most,,,,,,Always,Always,,Always,Always,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests., Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications.",,"Mock file system queries/reads/writes, Mock network requests/responses, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,Self-Managed Airflow on Kubernetes (using official Helm Chart),1,,"Advanced (made and debugged several DAGs over the last few years), Airflow Committer/PMC Member","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Technical supervisor (e.g software architect),,
9/14/2024 4:20:22,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",Problems to integrate with kubernetes namespace resource quotas,"Stack traces are too complex and hard to follow, Stack traces do not provide enough context about the DAG execution state",,2,,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure, Error messages are inconsistent across different components",,2,F,G,I,,,"Source code editor (e.g., VSCode, Sublime Text)",3,4,"Log management systems (e.g., ELK Stack, Splunk), Debuggers (e.g., pdb, debugpy, PyCharm)",Better tests using vscode ,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",3rd,3rd,2nd,Most,Most,Use Yaml and a form for simple dags ,Always,Always,Always,Often,Always,"An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,Self-Managed Airflow on Kubernetes (using official Helm Chart),1,Easy use with vscode and a connection ssh,"Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Senior team member,,
9/14/2024 14:04:39,"Logs are too verbose, Logs are non-existent or missing in some cases, Logs are difficult to search and filter",,"Stack traces are too complex and hard to follow, Stack traces do not provide enough context about the DAG execution state",,2,,"Simplified and more readable stack traces, Integration with visualization tools to trace execution flow",Error messages do not provide clear guidance on resolving issues,,2,A,C,G,E,F,"Source code editor (e.g., VSCode, Sublime Text)",1,5,"Monitoring tools (e.g., Prometheus, Grafana)",,"Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",4th,Least,2nd,Most,3rd,,,,,,,,,,,,,,Administrator (supported Airflow installations at a platform level),"DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Senior team member,,
9/17/2024 17:54:23,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are non-existent or missing in some cases",,Stack traces do not provide enough context about the DAG execution state,,4,"When an error occurs, it should also include the parsed version of the DAG. This can help us to understand what was the DAG code during the error. When DAG gets replaced, its hard for us to look at traceback as they don't match with the code(if its updated)","More detailed context about the state of the DAG and task at the time of failure, Integration with visualization tools to trace execution flow",Error messages lack context or details about the failure,,3,E,C,G,F,A,"Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",2,5,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",Most,Least,2nd,4th,3rd,,Always,Always,Always,Always,Always,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests., Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,Ability to jump into a specific task/operator with a user-provided state,,"Self-Managed Airflow on Kubernetes (using official Helm Chart), Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",3,,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level)","Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Junior team member,,
9/17/2024 18:01:41,"Logs are fragmented across different systems/components, Logs are non-existent or missing in some cases, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)","The names of task instances are not consistently formatted across log messages from different components and there is no cuid for a task instance one can easily search. Also, its difficult sometimes to separate task instance logs from different trys of the same instance.",Stack traces do not provide enough context about the DAG execution state,,2,"Elaborating on DAG Execution state, we only get the log line that failed, nothing about what all was being checked at the time. This is especially bad in the scheduler. It's also quite tough to understand what parts are ""Airflow"" and what parts are user code in the stack trace unless you are very familiar with Airflow.

I do not think ""simpler"" should be the goal for stack traces though. More context, more clarity and requiring less esoteric knowledge should be.","More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure",Error messages presume a lot of knowledge of how Airflow works,2,A,E,B,G,J,"Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",2,5,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)","When I'm trying to test a task that's part of a DAG, I wish it would know that I'm not using it as a task _right now_ and behave like just the method I've written, without the Airflow wrapper around it. I know I can do .function or .method or something to get that back out but it feels bad.","Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",2nd,Least,Most,3rd,4th,"If tasks had a better relationship with external resources such that I could define the external resource as an input to the function, rather than retrieving the data from the external resource within the function, then it would be much easier to test. As it is, I often have to make an inner function within the task and test that, but the task as a whole is very hard to test.",Always,Always,Often,Often,Often,"An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Ability to jump into a specific task/operator with a user-provided state",I don't know why but I rarely reach for DAG.test instead of just launching an Airflow instance and trying it.,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",2,"Make XCOMs work better as integrations with external resources. What if my XCOM represented a Snowflake table or s3 location, and I could click it and follow a link to download the actual data which I could then pipe into the task locally without having to write a bunch of my own mocking","Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Senior team member, Technical supervisor (e.g software architect), Non-technical supervisor (e.g. project or product manager)",,
